,two-yes,two-no,ya-ns,ys-na,Total,fileId,iId
349_1,1,0,0,1,2,349,1
349_2,1,0,0,1,2,349,2
349_3,0,2,0,0,2,349,3
349_4,2,0,0,0,2,349,4
350_0,2,0,0,0,2,350,0
350_1,1,0,0,1,2,350,1
350_2,1,0,0,1,2,350,2
350_3,1,0,0,1,2,350,3
350_4,1,0,0,1,2,350,4
350_5,1,1,0,0,2,350,5
350_6,0,1,1,0,2,350,6
350_7,1,0,0,1,2,350,7
350_8,1,0,0,1,2,350,8
350_9,1,0,0,1,2,350,9
351_0,1,0,0,1,2,351,0
351_1,0,0,2,0,2,351,1
351_2,1,0,0,1,2,351,2
351_3,2,0,0,0,2,351,3
351_5,0,1,1,0,2,351,5
351_6,1,0,0,1,2,351,6
351_7,2,0,0,0,2,351,7
351_8,2,0,0,0,2,351,8
351_9,1,0,0,1,2,351,9
351_10,1,0,0,1,2,351,10
351_11,2,0,0,0,2,351,11
351_12,0,1,1,0,2,351,12
351_13,2,0,0,0,2,351,13
351_14,2,0,0,0,2,351,14
351_15,2,0,0,0,2,351,15
351_16,2,0,0,0,2,351,16
351_17,1,1,0,0,2,351,17
351_18,2,0,0,0,2,351,18
351_19,2,0,0,0,2,351,19
352_0,0,0,2,0,2,352,0
352_1,2,0,0,0,2,352,1
352_2,1,0,0,1,2,352,2
352_3,0,0,2,0,2,352,3
352_4,1,0,0,1,2,352,4
352_5,0,1,1,0,2,352,5
352_6,1,1,0,0,2,352,6
352_7,1,0,0,1,2,352,7
352_8,0,1,1,0,2,352,8
352_9,2,0,0,0,2,352,9
352_10,2,0,0,0,2,352,10
352_11,1,0,0,1,2,352,11
352_12,1,0,0,1,2,352,12
352_13,1,1,0,0,2,352,13
352_14,1,0,0,1,2,352,14
352_15,2,0,0,0,2,352,15
352_16,2,0,0,0,2,352,16
352_17,1,0,0,1,2,352,17
352_18,1,0,0,1,2,352,18
352_19,2,0,0,0,2,352,19
353_0,2,0,0,0,2,353,0
353_1,2,0,0,0,2,353,1
353_2,2,0,0,0,2,353,2
353_3,2,0,0,0,2,353,3
353_4,2,0,0,0,2,353,4
353_5,2,0,0,0,2,353,5
353_6,1,0,1,0,2,353,6
353_7,2,0,0,0,2,353,7
353_8,2,0,0,0,2,353,8
353_9,2,0,0,0,2,353,9
354_0,1,0,0,1,2,354,0
354_1,0,0,0,2,2,354,1
354_2,2,0,0,0,2,354,2
354_3,1,0,0,1,2,354,3
354_4,1,0,1,0,2,354,4
354_5,1,0,0,1,2,354,5
354_6,2,0,0,0,2,354,6
354_7,0,1,1,0,2,354,7
354_8,0,1,1,0,2,354,8
354_9,2,0,0,0,2,354,9
354_10,2,0,0,0,2,354,10
354_11,1,0,0,1,2,354,11
354_12,1,0,0,1,2,354,12
354_13,2,0,0,0,2,354,13
354_14,1,0,0,1,2,354,14
354_15,2,0,0,0,2,354,15
354_16,1,1,0,0,2,354,16
354_17,1,0,0,1,2,354,17
354_18,1,0,0,1,2,354,18
355_0,2,0,0,0,2,355,0
355_1,2,0,0,0,2,355,1
355_2,2,0,0,0,2,355,2
355_3,2,0,0,0,2,355,3
355_4,2,0,0,0,2,355,4
356_0,2,0,0,0,2,356,0
356_1,2,0,0,0,2,356,1
356_2,2,0,0,0,2,356,2
356_3,2,0,0,0,2,356,3
356_4,2,0,0,0,2,356,4
356_5,2,0,0,0,2,356,5
356_6,2,0,0,0,2,356,6
356_7,1,0,0,1,2,356,7
356_8,2,0,0,0,2,356,8
356_9,2,0,0,0,2,356,9
356_10,2,0,0,0,2,356,10
356_11,2,0,0,0,2,356,11
356_12,2,0,0,0,2,356,12
356_13,2,0,0,0,2,356,13
356_14,2,0,0,0,2,356,14
356_15,2,0,0,0,2,356,15
356_16,2,0,0,0,2,356,16
356_17,2,0,0,0,2,356,17
356_18,2,0,0,0,2,356,18
356_19,2,0,0,0,2,356,19
357_0,2,0,0,0,2,357,0
357_1,2,0,0,0,2,357,1
357_2,1,0,0,1,2,357,2
357_3,2,0,0,0,2,357,3
357_4,1,0,0,1,2,357,4
357_5,2,0,0,0,2,357,5
357_6,2,0,0,0,2,357,6
357_7,2,0,0,0,2,357,7
357_8,1,0,0,1,2,357,8
357_9,2,0,0,0,2,357,9
357_10,1,0,1,0,2,357,10
357_11,1,0,1,0,2,357,11
357_12,2,0,0,0,2,357,12
357_13,1,0,0,1,2,357,13
357_14,2,0,0,0,2,357,14
357_15,2,0,0,0,2,357,15
357_16,1,0,0,1,2,357,16
357_17,1,0,0,1,2,357,17
357_18,1,0,0,1,2,357,18
357_19,0,0,2,0,2,357,19
358_0,2,0,0,0,2,358,0
358_1,2,0,0,0,2,358,1
358_2,2,0,0,0,2,358,2
358_3,2,0,0,0,2,358,3
358_4,2,0,0,0,2,358,4
358_5,1,0,1,0,2,358,5
358_6,2,0,0,0,2,358,6
358_7,1,0,1,0,2,358,7
358_8,2,0,0,0,2,358,8
358_9,0,1,1,0,2,358,9
358_10,0,1,1,0,2,358,10
358_11,0,0,2,0,2,358,11
358_12,2,0,0,0,2,358,12
358_13,1,0,1,0,2,358,13
358_14,1,0,0,1,2,358,14
358_15,2,0,0,0,2,358,15
358_16,0,0,2,0,2,358,16
358_17,1,0,0,1,2,358,17
358_18,2,0,0,0,2,358,18
358_19,2,0,0,0,2,358,19
358_20,2,0,0,0,2,358,20
358_21,1,0,0,1,2,358,21
358_22,1,0,0,1,2,358,22
358_23,0,1,1,0,2,358,23
358_24,1,0,0,1,2,358,24
358_25,2,0,0,0,2,358,25
358_26,2,0,0,0,2,358,26
358_27,0,0,2,0,2,358,27
358_28,1,0,0,1,2,358,28
358_29,0,0,2,0,2,358,29
359_0,0,0,0,2,2,359,0
359_1,1,0,1,0,2,359,1
359_2,2,0,0,0,2,359,2
359_3,1,0,1,0,2,359,3
359_4,0,0,2,0,2,359,4
359_5,0,0,2,0,2,359,5
359_6,1,0,1,0,2,359,6
359_7,2,0,0,0,2,359,7
359_8,0,0,0,2,2,359,8
359_9,1,0,1,0,2,359,9
359_10,2,0,0,0,2,359,10
359_11,1,0,0,1,2,359,11
359_12,2,0,0,0,2,359,12
359_13,1,0,0,1,2,359,13
359_14,0,0,0,2,2,359,14
359_15,1,0,0,1,2,359,15
359_16,2,0,0,0,2,359,16
359_17,2,0,0,0,2,359,17
359_18,2,0,0,0,2,359,18
359_19,2,0,0,0,2,359,19
360_0,0,0,1,1,2,360,0
360_1,2,0,0,0,2,360,1
360_2,1,0,0,1,2,360,2
360_3,2,0,0,0,2,360,3
360_4,1,0,1,0,2,360,4
360_5,0,0,1,1,2,360,5
360_6,2,0,0,0,2,360,6
360_7,1,0,1,0,2,360,7
360_8,1,0,1,0,2,360,8
360_9,1,0,1,0,2,360,9
360_10,0,0,1,1,2,360,10
360_11,2,0,0,0,2,360,11
360_12,2,0,0,0,2,360,12
360_13,2,0,0,0,2,360,13
360_14,2,0,0,0,2,360,14
360_15,2,0,0,0,2,360,15
360_16,2,0,0,0,2,360,16
360_17,2,0,0,0,2,360,17
360_18,2,0,0,0,2,360,18
360_19,2,0,0,0,2,360,19
361_0,2,0,0,0,2,361,0
361_1,2,0,0,0,2,361,1
361_2,0,0,1,1,2,361,2
361_4,2,0,0,0,2,361,4
361_5,0,0,2,0,2,361,5
361_6,2,0,0,0,2,361,6
361_7,0,0,2,0,2,361,7
361_8,2,0,0,0,2,361,8
361_9,2,0,0,0,2,361,9
361_10,0,0,2,0,2,361,10
361_11,2,0,0,0,2,361,11
361_12,2,0,0,0,2,361,12
361_13,2,0,0,0,2,361,13
361_14,2,0,0,0,2,361,14
361_15,2,0,0,0,2,361,15
361_16,2,0,0,0,2,361,16
361_17,1,0,0,1,2,361,17
361_18,1,0,0,1,2,361,18
361_19,2,0,0,0,2,361,19
361_20,1,0,0,1,2,361,20
361_21,1,0,0,1,2,361,21
361_22,2,0,0,0,2,361,22
361_23,2,0,0,0,2,361,23
362_0,1,0,0,1,2,362,0
362_1,2,0,0,0,2,362,1
362_2,2,0,0,0,2,362,2
362_3,1,0,1,0,2,362,3
362_4,2,0,0,0,2,362,4
362_5,2,0,0,0,2,362,5
362_6,0,0,1,1,2,362,6
362_7,1,0,1,0,2,362,7
362_8,2,0,0,0,2,362,8
362_9,2,0,0,0,2,362,9
362_10,2,0,0,0,2,362,10
362_11,2,0,0,0,2,362,11
362_12,0,0,0,2,2,362,12
362_13,2,0,0,0,2,362,13
362_14,2,0,0,0,2,362,14
362_15,2,0,0,0,2,362,15
362_16,2,0,0,0,2,362,16
362_17,0,0,0,2,2,362,17
362_18,2,0,0,0,2,362,18
362_19,2,0,0,0,2,362,19
363_0,2,0,0,0,2,363,0
363_1,2,0,0,0,2,363,1
363_2,1,0,1,0,2,363,2
363_3,2,0,0,0,2,363,3
363_4,2,0,0,0,2,363,4
363_5,2,0,0,0,2,363,5
363_6,2,0,0,0,2,363,6
363_7,1,0,0,1,2,363,7
363_8,2,0,0,0,2,363,8
363_9,2,0,0,0,2,363,9
363_10,2,0,0,0,2,363,10
363_11,2,0,0,0,2,363,11
363_12,2,0,0,0,2,363,12
363_13,2,0,0,0,2,363,13
363_14,2,0,0,0,2,363,14
363_15,2,0,0,0,2,363,15
363_16,2,0,0,0,2,363,16
363_17,1,0,0,1,2,363,17
363_18,2,0,0,0,2,363,18
363_19,0,0,1,1,2,363,19
364_0,2,0,0,0,2,364,0
364_1,2,0,0,0,2,364,1
364_2,2,0,0,0,2,364,2
364_3,2,0,0,0,2,364,3
364_4,0,0,0,2,2,364,4
364_5,2,0,0,0,2,364,5
364_6,0,0,0,2,2,364,6
364_7,0,0,2,0,2,364,7
364_8,2,0,0,0,2,364,8
364_9,1,0,1,0,2,364,9
364_10,0,0,2,0,2,364,10
364_11,0,0,2,0,2,364,11
364_12,2,0,0,0,2,364,12
364_13,0,0,2,0,2,364,13
364_14,2,0,0,0,2,364,14
364_15,2,0,0,0,2,364,15
364_16,2,0,0,0,2,364,16
364_17,2,0,0,0,2,364,17
364_18,1,0,0,1,2,364,18
364_19,1,0,1,0,2,364,19
364_20,1,0,1,0,2,364,20
364_21,0,0,2,0,2,364,21
364_22,2,0,0,0,2,364,22
364_23,0,0,0,2,2,364,23
364_24,0,1,0,1,2,364,24
364_25,2,0,0,0,2,364,25
364_26,0,0,0,2,2,364,26
365_0,2,0,0,0,2,365,0
365_1,2,0,0,0,2,365,1
365_2,1,0,1,0,2,365,2
365_3,0,1,1,0,2,365,3
365_4,2,0,0,0,2,365,4
365_5,2,0,0,0,2,365,5
365_6,0,0,2,0,2,365,6
365_7,1,0,1,0,2,365,7
365_8,2,0,0,0,2,365,8
365_9,2,0,0,0,2,365,9
365_10,2,0,0,0,2,365,10
365_11,2,0,0,0,2,365,11
365_12,1,0,1,0,2,365,12
365_13,1,0,1,0,2,365,13
365_14,0,0,1,1,2,365,14
365_15,0,0,2,0,2,365,15
365_16,2,0,0,0,2,365,16
365_17,2,0,0,0,2,365,17
365_18,1,0,1,0,2,365,18
365_19,1,0,1,0,2,365,19
365_20,2,0,0,0,2,365,20
365_21,1,0,1,0,2,365,21
365_22,1,0,1,0,2,365,22
365_23,2,0,0,0,2,365,23
365_24,1,0,1,0,2,365,24
365_25,2,0,0,0,2,365,25
365_26,0,0,0,2,2,365,26
365_27,2,0,0,0,2,365,27
365_28,2,0,0,0,2,365,28
365_29,0,0,2,0,2,365,29
365_30,2,0,0,0,2,365,30
365_31,0,0,2,0,2,365,31
365_32,1,1,0,0,2,365,32
365_33,1,0,1,0,2,365,33
365_34,2,0,0,0,2,365,34
365_35,2,0,0,0,2,365,35
365_36,2,0,0,0,2,365,36
365_37,2,0,0,0,2,365,37
365_38,2,0,0,0,2,365,38
365_39,2,0,0,0,2,365,39
366_0,1,0,1,0,2,366,0
366_1,1,0,0,1,2,366,1
366_2,1,0,1,0,2,366,2
366_3,1,0,0,1,2,366,3
366_4,1,0,0,1,2,366,4
366_5,1,0,0,1,2,366,5
366_6,1,0,0,1,2,366,6
366_7,2,0,0,0,2,366,7
366_8,2,0,0,0,2,366,8
366_9,2,0,0,0,2,366,9
366_10,2,0,0,0,2,366,10
366_11,2,0,0,0,2,366,11
366_12,1,0,0,1,2,366,12
366_13,2,0,0,0,2,366,13
366_14,1,0,0,1,2,366,14
366_15,2,0,0,0,2,366,15
366_16,2,0,0,0,2,366,16
366_17,1,0,0,1,2,366,17
366_18,2,0,0,0,2,366,18
366_19,2,0,0,0,2,366,19
367_0,2,0,0,0,2,367,0
367_1,2,0,0,0,2,367,1
367_2,2,0,0,0,2,367,2
367_3,0,0,2,0,2,367,3
367_4,2,0,0,0,2,367,4
367_5,0,0,2,0,2,367,5
367_6,2,0,0,0,2,367,6
367_7,2,0,0,0,2,367,7
367_8,0,0,2,0,2,367,8
367_9,2,0,0,0,2,367,9
367_10,0,0,2,0,2,367,10
367_11,1,0,1,0,2,367,11
367_12,0,0,2,0,2,367,12
367_13,2,0,0,0,2,367,13
367_14,0,1,1,0,2,367,14
367_15,2,0,0,0,2,367,15
367_16,0,0,2,0,2,367,16
367_17,1,1,0,0,2,367,17
367_18,1,1,0,0,2,367,18
367_19,0,1,0,1,2,367,19
367_20,0,2,0,0,2,367,20
367_21,2,0,0,0,2,367,21
367_22,0,0,2,0,2,367,22
367_23,1,1,0,0,2,367,23
367_24,0,1,1,0,2,367,24
367_25,2,0,0,0,2,367,25
367_26,2,0,0,0,2,367,26
367_27,2,0,0,0,2,367,27
367_28,0,0,2,0,2,367,28
367_29,2,0,0,0,2,367,29
367_30,1,1,0,0,2,367,30
367_31,2,0,0,0,2,367,31
367_32,2,0,0,0,2,367,32
367_33,2,0,0,0,2,367,33
367_34,2,0,0,0,2,367,34
367_35,1,1,0,0,2,367,35
367_36,1,1,0,0,2,367,36
367_37,1,1,0,0,2,367,37
367_38,1,1,0,0,2,367,38
367_39,1,1,0,0,2,367,39
368_0,2,0,0,0,2,368,0
368_1,2,0,0,0,2,368,1
368_2,2,0,0,0,2,368,2
368_3,2,0,0,0,2,368,3
368_4,2,0,0,0,2,368,4
368_5,2,0,0,0,2,368,5
368_6,2,0,0,0,2,368,6
368_7,2,0,0,0,2,368,7
368_8,2,0,0,0,2,368,8
368_9,1,1,0,0,2,368,9
369_0,2,0,0,0,2,369,0
369_1,2,0,0,0,2,369,1
369_2,2,0,0,0,2,369,2
369_3,2,0,0,0,2,369,3
369_4,1,1,0,0,2,369,4
369_5,2,0,0,0,2,369,5
369_7,2,0,0,0,2,369,7
369_8,2,0,0,0,2,369,8
369_9,2,0,0,0,2,369,9
369_10,2,0,0,0,2,369,10
369_11,2,0,0,0,2,369,11
369_12,2,0,0,0,2,369,12
369_13,2,0,0,0,2,369,13
369_14,2,0,0,0,2,369,14
369_15,2,0,0,0,2,369,15
369_16,2,0,0,0,2,369,16
369_17,2,0,0,0,2,369,17
369_18,2,0,0,0,2,369,18
369_19,2,0,0,0,2,369,19
370_0,2,0,0,0,2,370,0
370_1,0,0,2,0,2,370,1
370_2,2,0,0,0,2,370,2
370_3,2,0,0,0,2,370,3
370_4,1,1,0,0,2,370,4
370_5,0,0,2,0,2,370,5
370_6,2,0,0,0,2,370,6
370_7,0,0,2,0,2,370,7
370_8,2,0,0,0,2,370,8
370_9,2,0,0,0,2,370,9
370_10,2,0,0,0,2,370,10
370_11,1,1,0,0,2,370,11
370_12,2,0,0,0,2,370,12
370_13,1,0,1,0,2,370,13
370_14,2,0,0,0,2,370,14
370_15,0,1,0,1,2,370,15
370_16,1,1,0,0,2,370,16
370_17,2,0,0,0,2,370,17
370_18,0,1,0,1,2,370,18
370_19,0,1,0,1,2,370,19
370_20,2,0,0,0,2,370,20
371_0,1,0,1,0,2,371,0
371_1,0,1,1,0,2,371,1
371_2,1,0,1,0,2,371,2
371_3,1,0,1,0,2,371,3
371_4,1,0,1,0,2,371,4
371_5,0,1,1,0,2,371,5
371_6,1,0,1,0,2,371,6
371_7,1,1,0,0,2,371,7
371_8,1,1,0,0,2,371,8
371_9,1,0,1,0,2,371,9
371_10,0,2,0,0,2,371,10
371_11,0,1,0,1,2,371,11
371_12,1,1,0,0,2,371,12
371_13,0,1,0,1,2,371,13
371_14,2,0,0,0,2,371,14
371_15,2,0,0,0,2,371,15
371_16,0,0,2,0,2,371,16
371_17,2,0,0,0,2,371,17
371_18,2,0,0,0,2,371,18
371_19,2,0,0,0,2,371,19
371_20,1,0,1,0,2,371,20
371_21,1,0,1,0,2,371,21
371_22,0,2,0,0,2,371,22
371_23,1,0,1,0,2,371,23
371_24,1,0,1,0,2,371,24
371_25,2,0,0,0,2,371,25
371_26,1,0,1,0,2,371,26
371_27,0,1,0,1,2,371,27
371_28,1,1,0,0,2,371,28
371_29,1,0,1,0,2,371,29
371_30,0,1,0,1,2,371,30
371_31,2,0,0,0,2,371,31
371_32,0,1,0,1,2,371,32
371_33,0,1,1,0,2,371,33
371_34,0,1,0,1,2,371,34
371_35,2,0,0,0,2,371,35
371_36,2,0,0,0,2,371,36
371_38,2,0,0,0,2,371,38
371_39,0,2,0,0,2,371,39
372_0,2,0,0,0,2,372,0
372_1,2,0,0,0,2,372,1
372_2,0,1,1,0,2,372,2
372_3,2,0,0,0,2,372,3
372_4,0,1,1,0,2,372,4
372_5,0,1,1,0,2,372,5
372_6,2,0,0,0,2,372,6
372_7,1,1,0,0,2,372,7
372_8,2,0,0,0,2,372,8
372_9,0,0,2,0,2,372,9
372_10,2,0,0,0,2,372,10
372_11,2,0,0,0,2,372,11
372_12,2,0,0,0,2,372,12
372_13,2,0,0,0,2,372,13
372_14,2,0,0,0,2,372,14
372_15,2,0,0,0,2,372,15
372_16,1,1,0,0,2,372,16
372_17,1,0,0,1,2,372,17
372_18,2,0,0,0,2,372,18
373_0,1,1,0,0,2,373,0
373_1,1,0,1,0,2,373,1
373_2,1,1,0,0,2,373,2
373_3,1,1,0,0,2,373,3
373_4,0,1,1,0,2,373,4
373_5,1,1,0,0,2,373,5
373_6,1,1,0,0,2,373,6
373_7,1,0,1,0,2,373,7
373_8,0,1,0,1,2,373,8
373_9,2,0,0,0,2,373,9
373_10,1,1,0,0,2,373,10
373_11,2,0,0,0,2,373,11
373_12,2,0,0,0,2,373,12
373_13,1,1,0,0,2,373,13
373_14,1,1,0,0,2,373,14
373_15,2,0,0,0,2,373,15
373_16,1,0,1,0,2,373,16
373_17,2,0,0,0,2,373,17
373_18,1,0,0,1,2,373,18
373_19,2,0,0,0,2,373,19
374_0,1,0,1,0,2,374,0
374_1,0,2,0,0,2,374,1
374_2,1,0,1,0,2,374,2
374_3,2,0,0,0,2,374,3
374_4,1,0,1,0,2,374,4
374_5,1,0,1,0,2,374,5
374_6,0,1,0,1,2,374,6
374_7,2,0,0,0,2,374,7
374_8,2,0,0,0,2,374,8
374_9,2,0,0,0,2,374,9
375_0,1,0,0,1,2,375,0
375_1,1,0,0,1,2,375,1
375_2,0,1,0,1,2,375,2
375_3,2,0,0,0,2,375,3
375_4,2,0,0,0,2,375,4
375_5,2,0,0,0,2,375,5
375_6,2,0,0,0,2,375,6
375_7,1,0,1,0,2,375,7
375_8,1,0,1,0,2,375,8
375_9,0,0,2,0,2,375,9
375_10,2,0,0,0,2,375,10
375_11,2,0,0,0,2,375,11
375_12,2,0,0,0,2,375,12
375_13,2,0,0,0,2,375,13
375_14,2,0,0,0,2,375,14
375_15,2,0,0,0,2,375,15
375_16,2,0,0,0,2,375,16
375_17,2,0,0,0,2,375,17
375_18,2,0,0,0,2,375,18
375_19,2,0,0,0,2,375,19
376_0,2,0,0,0,2,376,0
376_1,2,0,0,0,2,376,1
376_2,1,0,1,0,2,376,2
376_3,2,0,0,0,2,376,3
376_4,1,1,0,0,2,376,4
376_5,2,0,0,0,2,376,5
376_7,2,0,0,0,2,376,7
376_8,2,0,0,0,2,376,8
376_9,2,0,0,0,2,376,9
376_10,2,0,0,0,2,376,10
376_11,2,0,0,0,2,376,11
376_12,2,0,0,0,2,376,12
376_13,2,0,0,0,2,376,13
376_14,2,0,0,0,2,376,14
376_15,2,0,0,0,2,376,15
376_16,2,0,0,0,2,376,16
376_17,2,0,0,0,2,376,17
376_18,0,0,2,0,2,376,18
376_19,2,0,0,0,2,376,19
377_0,1,1,0,0,2,377,0
377_1,0,1,0,1,2,377,1
377_2,1,0,0,1,2,377,2
377_3,1,0,1,0,2,377,3
377_4,1,1,0,0,2,377,4
377_5,2,0,0,0,2,377,5
377_6,1,0,1,0,2,377,6
377_7,1,1,0,0,2,377,7
377_8,1,0,1,0,2,377,8
377_9,1,0,0,1,2,377,9
377_10,1,1,0,0,2,377,10
377_11,2,0,0,0,2,377,11
377_12,2,0,0,0,2,377,12
377_13,2,0,0,0,2,377,13
377_14,0,2,0,0,2,377,14
377_15,0,0,2,0,2,377,15
377_16,0,0,2,0,2,377,16
377_17,2,0,0,0,2,377,17
377_18,2,0,0,0,2,377,18
377_19,2,0,0,0,2,377,19
377_20,2,0,0,0,2,377,20
377_21,2,0,0,0,2,377,21
377_22,0,1,1,0,2,377,22
377_23,2,0,0,0,2,377,23
377_24,2,0,0,0,2,377,24
377_25,2,0,0,0,2,377,25
377_26,0,1,1,0,2,377,26
377_27,1,1,0,0,2,377,27
377_28,1,1,0,0,2,377,28
377_29,2,0,0,0,2,377,29
378_0,1,0,0,1,2,378,0
378_1,1,0,0,1,2,378,1
378_2,2,0,0,0,2,378,2
378_3,1,0,0,1,2,378,3
378_4,2,0,0,0,2,378,4
378_5,2,0,0,0,2,378,5
378_6,1,0,0,1,2,378,6
378_7,1,0,0,1,2,378,7
378_8,2,0,0,0,2,378,8
378_9,0,0,1,1,2,378,9
378_10,2,0,0,0,2,378,10
378_11,2,0,0,0,2,378,11
378_12,2,0,0,0,2,378,12
378_13,1,0,0,1,2,378,13
378_14,1,0,0,1,2,378,14
378_15,1,0,0,1,2,378,15
378_16,1,0,0,1,2,378,16
378_17,1,0,0,1,2,378,17
378_18,1,0,0,1,2,378,18
378_19,1,0,0,1,2,378,19
379_0,1,0,0,1,2,379,0
379_1,1,0,0,1,2,379,1
379_2,2,0,0,0,2,379,2
379_3,1,0,0,1,2,379,3
379_4,2,0,0,0,2,379,4
379_5,2,0,0,0,2,379,5
379_6,2,0,0,0,2,379,6
379_7,1,0,0,1,2,379,7
379_8,1,0,0,1,2,379,8
379_9,1,0,0,1,2,379,9
379_10,1,0,0,1,2,379,10
379_11,1,0,1,0,2,379,11
379_12,1,0,0,1,2,379,12
379_13,0,0,1,1,2,379,13
379_14,0,0,1,1,2,379,14
379_15,2,0,0,0,2,379,15
379_16,0,0,1,1,2,379,16
379_17,1,0,1,0,2,379,17
379_18,0,0,1,1,2,379,18
379_19,1,0,0,1,2,379,19
379_20,1,0,0,1,2,379,20
379_21,0,0,1,1,2,379,21
379_22,2,0,0,0,2,379,22
379_23,1,0,0,1,2,379,23
379_24,2,0,0,0,2,379,24
379_25,0,1,0,1,2,379,25
379_26,0,0,0,2,2,379,26
379_27,2,0,0,0,2,379,27
379_28,1,0,0,1,2,379,28
379_29,1,0,0,1,2,379,29
380_0,0,0,0,2,2,380,0
380_1,2,0,0,0,2,380,1
380_2,2,0,0,0,2,380,2
380_3,0,0,0,2,2,380,3
380_4,0,0,0,2,2,380,4
380_5,2,0,0,0,2,380,5
381_0,2,0,0,0,2,381,0
381_1,2,0,0,0,2,381,1
381_2,2,0,0,0,2,381,2
381_3,2,0,0,0,2,381,3
381_4,2,0,0,0,2,381,4
381_5,2,0,0,0,2,381,5
381_6,2,0,0,0,2,381,6
381_7,2,0,0,0,2,381,7
381_8,2,0,0,0,2,381,8
381_9,2,0,0,0,2,381,9
381_10,2,0,0,0,2,381,10
381_11,0,0,0,2,2,381,11
381_12,2,0,0,0,2,381,12
381_13,2,0,0,0,2,381,13
381_15,2,0,0,0,2,381,15
381_16,1,0,1,0,2,381,16
381_17,2,0,0,0,2,381,17
381_18,2,0,0,0,2,381,18
381_19,1,0,0,1,2,381,19
382_0,2,0,0,0,2,382,0
382_1,1,0,0,1,2,382,1
382_2,2,0,0,0,2,382,2
382_3,2,0,0,0,2,382,3
382_4,2,0,0,0,2,382,4
382_5,2,0,0,0,2,382,5
382_6,2,0,0,0,2,382,6
382_7,2,0,0,0,2,382,7
382_8,2,0,0,0,2,382,8
382_9,0,0,1,1,2,382,9
382_10,2,0,0,0,2,382,10
382_11,0,0,1,1,2,382,11
382_12,1,0,1,0,2,382,12
382_13,1,0,1,0,2,382,13
382_14,0,1,0,1,2,382,14
382_15,1,0,1,0,2,382,15
382_16,1,0,1,0,2,382,16
382_17,1,0,1,0,2,382,17
382_18,1,0,1,0,2,382,18
382_19,1,0,1,0,2,382,19
382_20,2,0,0,0,2,382,20
382_21,0,1,0,1,2,382,21
382_22,0,0,0,2,2,382,22
382_23,2,0,0,0,2,382,23
382_24,0,0,2,0,2,382,24
382_25,2,0,0,0,2,382,25
382_26,0,0,2,0,2,382,26
382_27,0,0,2,0,2,382,27
382_28,2,0,0,0,2,382,28
382_29,2,0,0,0,2,382,29
383_0,0,0,0,2,2,383,0
383_1,2,0,0,0,2,383,1
383_2,2,0,0,0,2,383,2
383_3,2,0,0,0,2,383,3
383_4,0,0,1,1,2,383,4
383_6,2,0,0,0,2,383,6
383_7,2,0,0,0,2,383,7
383_8,2,0,0,0,2,383,8
383_9,2,0,0,0,2,383,9
383_10,2,0,0,0,2,383,10
383_11,0,0,2,0,2,383,11
383_12,1,0,0,1,2,383,12
383_13,1,0,1,0,2,383,13
383_14,2,0,0,0,2,383,14
383_15,2,0,0,0,2,383,15
383_16,2,0,0,0,2,383,16
383_17,1,0,1,0,2,383,17
383_18,0,0,2,0,2,383,18
383_19,2,0,0,0,2,383,19
383_20,1,0,0,1,2,383,20
383_21,2,0,0,0,2,383,21
383_22,2,0,0,0,2,383,22
383_23,1,0,1,0,2,383,23
383_24,0,0,2,0,2,383,24
383_25,1,0,0,1,2,383,25
383_26,0,0,2,0,2,383,26
383_27,2,0,0,0,2,383,27
383_28,2,0,0,0,2,383,28
383_29,2,0,0,0,2,383,29
384_0,1,0,0,1,2,384,0
384_1,1,0,1,0,2,384,1
384_2,0,0,0,2,2,384,2
384_3,2,0,0,0,2,384,3
384_4,1,0,1,0,2,384,4
384_5,1,0,1,0,2,384,5
384_6,0,0,1,1,2,384,6
384_7,0,0,1,1,2,384,7
384_8,1,0,1,0,2,384,8
384_9,1,0,1,0,2,384,9
384_10,0,0,1,1,2,384,10
384_11,0,0,1,1,2,384,11
384_12,1,0,1,0,2,384,12
384_13,1,0,1,0,2,384,13
384_14,0,0,1,1,2,384,14
384_15,1,0,1,0,2,384,15
384_16,1,0,1,0,2,384,16
384_17,1,0,1,0,2,384,17
384_18,1,0,1,0,2,384,18
384_19,0,0,1,1,2,384,19
385_0,1,0,0,1,2,385,0
385_1,1,0,0,1,2,385,1
385_2,0,0,1,1,2,385,2
385_3,0,0,1,1,2,385,3
385_4,0,0,1,1,2,385,4
385_5,1,0,0,1,2,385,5
385_6,2,0,0,0,2,385,6
385_7,1,0,0,1,2,385,7
385_8,0,0,1,1,2,385,8
385_9,2,0,0,0,2,385,9
385_10,1,0,0,1,2,385,10
385_11,0,0,0,2,2,385,11
385_12,2,0,0,0,2,385,12
385_13,1,0,0,1,2,385,13
385_14,1,0,0,1,2,385,14
385_15,1,0,0,1,2,385,15
385_16,1,0,0,1,2,385,16
385_17,2,0,0,0,2,385,17
385_18,1,0,0,1,2,385,18
385_19,1,0,0,1,2,385,19
386_0,2,0,0,0,2,386,0
386_1,2,0,0,0,2,386,1
386_2,2,0,0,0,2,386,2
386_3,2,0,0,0,2,386,3
386_4,2,0,0,0,2,386,4
386_5,2,0,0,0,2,386,5
386_6,1,0,1,0,2,386,6
386_7,1,0,0,1,2,386,7
