,Edita,Andrei,Meli,Alina,Liviu,Oana,Silviu,Mada
322_7,,,,,3.0,,3.0,
322_8,,,,,1.0,,1.0,
322_9,,,,,3.0,,3.0,
322_10,,,,,3.0,,3.0,
322_11,,,,,3.0,,3.0,
322_12,,,,,3.0,,3.0,
322_13,,,,,3.0,,3.0,
322_14,,,,,3.0,,3.0,
322_15,,,,,3.0,,3.0,
322_16,,,,,3.0,,3.0,
322_17,,,,,3.0,,3.0,
322_18,,,,,3.0,,3.0,
322_19,,,,,3.0,,3.0,
323_0,,,,,3.0,,3.0,
323_1,,,,,1.0,,3.0,
323_2,,,,,3.0,,3.0,
323_3,,,,,1.0,,1.0,
323_4,,,,,1.0,,1.0,
323_5,,,,,1.0,,3.0,
323_6,,,,,3.0,,3.0,
323_7,,,,,1.0,,3.0,
323_8,,,,,3.0,,3.0,
323_9,,,,,3.0,,3.0,
323_10,,,,,3.0,,3.0,
323_11,,,,,3.0,,3.0,
323_12,,,,,3.0,,3.0,
323_13,,,,,3.0,,3.0,
323_14,,,,,3.0,,3.0,
323_15,,,,,3.0,,3.0,
323_16,,,,,3.0,,3.0,
323_17,,,,,3.0,,3.0,
323_18,,,,,3.0,,3.0,
323_19,,,,,3.0,,3.0,
323_20,,,,,3.0,,3.0,
323_21,,,,,3.0,,3.0,
323_22,,,,,3.0,,3.0,
323_23,,,,,3.0,,3.0,
323_24,,,,,3.0,,3.0,
323_25,,,,,3.0,,3.0,
324_0,,,,,3.0,,3.0,
324_1,,,,,3.0,,3.0,
324_2,,,,,3.0,,3.0,
324_3,,,,,1.0,,3.0,
324_4,,,,,3.0,,3.0,
324_5,,,,,3.0,,3.0,
324_6,,,,,3.0,,3.0,
324_7,,,,,3.0,,3.0,
324_8,,,,,3.0,,3.0,
324_9,,,,,3.0,,3.0,
324_10,,,,,1.0,,3.0,
324_11,,,,,1.0,,3.0,
324_12,,,,,3.0,,3.0,
324_13,,,,,3.0,,3.0,
324_14,,,,,3.0,,3.0,
324_15,,,,,1.0,,3.0,
324_16,,,,,3.0,,3.0,
324_17,,,,,3.0,,1.0,
324_18,,,,,3.0,,3.0,
324_19,,,,,1.0,,3.0,
324_20,,,,,3.0,,3.0,
324_21,,,,,3.0,,3.0,
324_22,,,,,3.0,,3.0,
324_23,,,,,3.0,,3.0,
324_24,,,,,3.0,,3.0,
324_25,,,,,3.0,,3.0,
324_26,,,,,3.0,,3.0,
324_27,,,,,3.0,,3.0,
324_28,,,,,1.0,,3.0,
324_29,,,,,1.0,,3.0,
325_0,,,,,3.0,,3.0,
325_1,,,,,3.0,,3.0,
325_2,,,,,3.0,,3.0,
325_3,,,,,3.0,,3.0,
325_4,,,,,3.0,,3.0,
325_5,,,,,3.0,,3.0,
325_6,,,,,3.0,,3.0,
325_7,,,,,3.0,,3.0,
325_8,,,,,3.0,,3.0,
325_9,,,,,3.0,,3.0,
325_10,,,,,3.0,,3.0,
325_11,,,,,3.0,,3.0,
325_12,,,,,3.0,,3.0,
325_13,,,,,1.0,,1.0,
325_14,,,,,1.0,,1.0,
325_15,,,,,3.0,,3.0,
325_16,,,,,1.0,,3.0,
325_17,,,,,3.0,,3.0,
325_18,,,,,3.0,,3.0,
325_19,,,,,3.0,,3.0,
325_20,,,,,3.0,,3.0,
325_21,,,,,3.0,,3.0,
325_22,,,,,3.0,,3.0,
325_23,,,,,3.0,,3.0,
325_24,,,,,3.0,,3.0,
325_25,,,,,3.0,,3.0,
325_26,,,,,3.0,,3.0,
325_27,,,,,3.0,,3.0,
325_28,,,,,3.0,,3.0,
325_29,,,,,3.0,,3.0,
325_30,,,,,3.0,,3.0,
325_31,,,,,3.0,,3.0,
326_0,,,,,3.0,,3.0,
326_1,,,,,3.0,,3.0,
326_2,,,,,3.0,,3.0,
326_3,,,,,3.0,,3.0,
326_4,,,,,3.0,,3.0,
326_5,,,,,3.0,,3.0,
326_6,,,,,3.0,,3.0,
326_7,,,,,3.0,,3.0,
326_8,,,,,3.0,,3.0,
326_9,,,,,1.0,,3.0,
326_10,,,,,3.0,,1.0,
326_11,,,,,3.0,,3.0,
326_12,,,,,3.0,,3.0,
326_13,,,,,3.0,,3.0,
326_14,,,,,1.0,,3.0,
326_15,,,,,3.0,,1.0,
326_16,,,,,3.0,,3.0,
326_17,,,,,3.0,,3.0,
326_18,,,,,3.0,,1.0,
326_19,,,,,3.0,,3.0,
327_0,,,,,3.0,,3.0,
327_1,,,,,3.0,,3.0,
327_2,,,,,3.0,,3.0,
327_3,,,,,3.0,,3.0,
327_4,,,,,3.0,,3.0,
327_5,,,,,3.0,,3.0,
327_6,,,,,1.0,,3.0,
327_7,,,,,3.0,,3.0,
327_8,,,,,3.0,,3.0,
327_9,,,,,3.0,,3.0,
327_11,,,,,3.0,,3.0,
327_12,,,,,3.0,,3.0,
327_13,,,,,3.0,,3.0,
327_14,,,,,3.0,,3.0,
327_15,,,,,3.0,,3.0,
327_16,,,,,3.0,,3.0,
327_17,,,,,3.0,,3.0,
327_18,,,,,3.0,,3.0,
327_19,,,,,1.0,,3.0,
328_1,,,,,3.0,,3.0,
328_2,,,,,3.0,,3.0,
328_3,,,,,3.0,,3.0,
328_4,,,,,3.0,,3.0,
328_5,,,,,1.0,,3.0,
328_6,,,,,3.0,,3.0,
328_7,,,,,3.0,,3.0,
328_8,,,,,3.0,,3.0,
328_9,,,,,3.0,,3.0,
328_10,,,,,1.0,,3.0,
328_11,,,,,1.0,,3.0,
328_12,,,,,1.0,,3.0,
328_13,,,,,3.0,,1.0,
328_14,,,,,3.0,,3.0,
328_15,,,,,1.0,,3.0,
328_16,,,,,3.0,,1.0,
328_17,,,,,3.0,,3.0,
328_18,,,,,3.0,,1.0,
328_19,,,,,3.0,,1.0,
329_0,,,,,3.0,,3.0,
329_1,,,,,3.0,,3.0,
329_2,,,,,1.0,,3.0,
329_3,,,,,3.0,,3.0,
329_4,,,,,3.0,,3.0,
329_5,,,,,3.0,,3.0,
329_6,,,,,3.0,,3.0,
329_7,,,,,3.0,,3.0,
329_8,,,,,3.0,,3.0,
329_9,,,,,3.0,,3.0,
329_10,,,,,3.0,,1.0,
329_11,,,,,3.0,,1.0,
329_12,,,,,3.0,,1.0,
329_13,,,,,1.0,,3.0,
329_14,,,,,3.0,,3.0,
329_15,,,,,1.0,,3.0,
329_16,,,,,1.0,,3.0,
329_17,,,,,1.0,,3.0,
329_18,,,,,1.0,,3.0,
329_19,,,,,3.0,,1.0,
331_0,,,,,3.0,1.0,,
331_1,,,,,3.0,3.0,,
331_2,,,,,3.0,3.0,,
331_4,,,,,3.0,3.0,,
331_5,,,,,3.0,3.0,,
331_6,,,,,3.0,1.0,,
331_7,,,,,3.0,3.0,,
331_8,,,,,1.0,1.0,,
331_9,,,,,3.0,1.0,,
331_10,,,,,3.0,1.0,,
331_11,,,,,3.0,3.0,,
331_12,,,,,3.0,3.0,,
331_13,,,,,3.0,3.0,,
331_14,,,,,3.0,1.0,,
331_15,,,,,3.0,3.0,,
331_16,,,,,3.0,3.0,,
331_17,,,,,3.0,3.0,,
331_18,,,,,3.0,3.0,,
331_19,,,,,3.0,3.0,,
332_0,,,,,3.0,3.0,,
332_1,,,,,1.0,1.0,,
332_2,,,,,3.0,3.0,,
332_3,,,,,3.0,3.0,,
332_4,,,,,3.0,3.0,,
332_5,,,,,3.0,3.0,,
332_6,,,,,1.0,1.0,,
332_7,,,,,1.0,1.0,,
332_8,,,,,3.0,3.0,,
332_9,,,,,3.0,3.0,,
332_10,,,,,3.0,3.0,,
332_11,,,,,3.0,3.0,,
332_12,,,,,3.0,3.0,,
332_13,,,,,3.0,3.0,,
332_14,,,,,3.0,3.0,,
333_0,,,,,1.0,1.0,,
333_1,,,,,3.0,3.0,,
333_2,,,,,3.0,3.0,,
333_3,,,,,3.0,3.0,,
333_4,,,,,3.0,3.0,,
333_5,,,,,3.0,3.0,,
333_6,,,,,1.0,3.0,,
333_7,,,,,3.0,1.0,,
333_8,,,,,3.0,3.0,,
333_9,,,,,1.0,3.0,,
333_10,,,,,3.0,3.0,,
333_11,,,,,3.0,3.0,,
333_12,,,,,3.0,1.0,,
333_13,,,,,1.0,1.0,,
333_14,,,,,3.0,1.0,,
333_15,,,,,3.0,1.0,,
333_16,,,,,1.0,3.0,,
333_17,,,,,3.0,3.0,,
333_18,,,,,3.0,3.0,,
333_19,,,,,1.0,3.0,,
333_20,,,,,3.0,1.0,,
333_21,,,,,1.0,3.0,,
333_22,,,,,1.0,3.0,,
333_23,,,,,1.0,3.0,,
334_0,,,,,3.0,1.0,,
334_1,,,,,3.0,3.0,,
334_2,,,,,3.0,3.0,,
334_3,,,,,1.0,3.0,,
334_4,,,,,3.0,3.0,,
334_5,,,,,3.0,3.0,,
334_6,,,,,1.0,1.0,,
334_7,,,,,3.0,3.0,,
334_8,,,,,3.0,3.0,,
334_9,,,,,3.0,3.0,,
334_10,,,,,3.0,3.0,,
334_11,,,,,3.0,3.0,,
334_12,,,,,3.0,3.0,,
334_13,,,,,3.0,3.0,,
334_14,,,,,3.0,3.0,,
334_15,,,,,1.0,1.0,,
334_16,,,,,3.0,3.0,,
334_17,,,,,1.0,1.0,,
334_18,,,,,1.0,1.0,,
334_19,,,,,3.0,3.0,,
335_0,,,,,3.0,1.0,,
335_1,,,,,1.0,3.0,,
335_2,,,,,3.0,1.0,,
335_3,,,,,1.0,1.0,,
335_4,,,,,3.0,3.0,,
335_5,,,,,3.0,1.0,,
335_6,,,,,1.0,3.0,,
335_7,,,,,1.0,3.0,,
335_8,,,,,3.0,3.0,,
335_9,,,,,1.0,1.0,,
335_10,,,,,3.0,3.0,,
335_11,,,,,3.0,3.0,,
335_12,,,,,1.0,1.0,,
335_13,,,,,3.0,1.0,,
335_14,,,,,3.0,1.0,,
335_15,,,,,3.0,1.0,,
335_16,,,,,3.0,1.0,,
335_17,,,,,3.0,3.0,,
335_19,,,,,3.0,3.0,,
413_0,,,,,1.0,,,1.0
413_1,,,,,3.0,,,1.0
413_2,,,,,3.0,,,3.0
413_3,,,,,3.0,,,3.0
413_4,,,,,3.0,,,3.0
413_5,,,,,3.0,,,1.0
413_6,,,,,3.0,,,3.0
413_7,,,,,1.0,,,1.0
413_8,,,,,3.0,,,3.0
413_9,,,,,3.0,,,1.0
413_10,,,,,3.0,,,1.0
413_11,,,,,3.0,,,1.0
413_12,,,,,1.0,,,1.0
413_13,,,,,1.0,,,1.0
413_14,,,,,3.0,,,1.0
413_15,,,,,1.0,,,1.0
413_16,,,,,3.0,,,1.0
413_17,,,,,3.0,,,1.0
413_18,,,,,3.0,,,1.0
413_19,,,,,1.0,,,1.0
413_20,,,,,3.0,,,1.0
413_21,,,,,3.0,,,1.0
413_22,,,,,3.0,,,1.0
413_23,,,,,1.0,,,1.0
413_24,,,,,1.0,,,3.0
413_25,,,,,3.0,,,1.0
413_26,,,,,3.0,,,1.0
413_27,,,,,3.0,,,1.0
413_28,,,,,3.0,,,1.0
413_29,,,,,1.0,,,1.0
414_0,,,,,3.0,,,3.0
414_1,,,,,3.0,,,1.0
414_2,,,,,3.0,,,3.0
414_3,,,,,1.0,,,3.0
414_4,,,,,1.0,,,3.0
414_5,,,,,3.0,,,1.0
414_6,,,,,1.0,,,3.0
414_7,,,,,3.0,,,1.0
414_8,,,,,1.0,,,1.0
414_9,,,,,1.0,,,1.0
414_10,,,,,3.0,,,3.0
414_11,,,,,3.0,,,3.0
414_12,,,,,3.0,,,3.0
414_13,,,,,3.0,,,3.0
414_14,,,,,3.0,,,3.0
414_15,,,,,3.0,,,3.0
414_16,,,,,3.0,,,3.0
414_17,,,,,3.0,,,3.0
414_18,,,,,3.0,,,3.0
414_19,,,,,3.0,,,3.0
415_0,,,,,3.0,,,3.0
415_1,,,,,3.0,,,1.0
415_2,,,,,3.0,,,3.0
415_3,,,,,1.0,,,3.0
415_4,,,,,3.0,,,1.0
415_5,,,,,1.0,,,3.0
415_6,,,,,3.0,,,1.0
415_7,,,,,1.0,,,1.0
415_8,,,,,3.0,,,1.0
415_9,,,,,1.0,,,3.0
415_10,,,,,1.0,,,1.0
415_11,,,,,1.0,,,1.0
415_12,,,,,3.0,,,3.0
415_13,,,,,3.0,,,3.0
415_14,,,,,3.0,,,3.0
415_15,,,,,3.0,,,3.0
415_16,,,,,3.0,,,3.0
415_17,,,,,1.0,,,3.0
415_18,,,,,1.0,,,3.0
415_19,,,,,1.0,,,3.0
415_20,,,,,1.0,,,1.0
415_21,,,,,3.0,,,1.0
415_22,,,,,3.0,,,3.0
415_23,,,,,1.0,,,3.0
415_24,,,,,1.0,,,1.0
415_25,,,,,3.0,,,1.0
415_26,,,,,1.0,,,1.0
415_27,,,,,3.0,,,1.0
415_28,,,,,3.0,,,1.0
415_29,,,,,3.0,,,1.0
415_30,,,,,3.0,,,3.0
415_31,,,,,3.0,,,3.0
415_32,,,,,3.0,,,3.0
415_33,,,,,3.0,,,1.0
415_34,,,,,3.0,,,1.0
415_35,,,,,3.0,,,1.0
415_36,,,,,1.0,,,1.0
415_37,,,,,3.0,,,3.0
415_38,,,,,3.0,,,3.0
415_39,,,,,3.0,,,3.0
416_0,,,,,3.0,,,3.0
416_1,,,,,3.0,,,3.0
416_2,,,,,1.0,,,3.0
416_3,,,,,3.0,,,3.0
416_4,,,,,3.0,,,3.0
416_5,,,,,3.0,,,3.0
416_6,,,,,3.0,,,3.0
416_7,,,,,3.0,,,3.0
416_8,,,,,3.0,,,3.0
416_9,,,,,3.0,,,3.0
416_10,,,,,3.0,,,3.0
416_11,,,,,3.0,,,3.0
416_12,,,,,1.0,,,1.0
416_13,,,,,3.0,,,3.0
416_14,,,,,3.0,,,3.0
416_15,,,,,1.0,,,3.0
416_16,,,,,3.0,,,3.0
416_17,,,,,1.0,,,1.0
416_18,,,,,3.0,,,3.0
416_19,,,,,1.0,,,3.0
416_20,,,,,3.0,,,3.0
416_21,,,,,1.0,,,1.0
416_22,,,,,1.0,,,3.0
416_23,,,,,3.0,,,1.0
416_24,,,,,3.0,,,3.0
416_25,,,,,1.0,,,3.0
417_0,,,,,3.0,,,1.0
417_1,,,,,3.0,,,1.0
417_2,,,,,3.0,,,1.0
417_3,,,,,3.0,,,1.0
417_4,,,,,3.0,,,1.0
417_5,,,,,1.0,,,3.0
417_6,,,,,3.0,,,1.0
417_8,,,,,3.0,,,1.0
417_9,,,,,3.0,,,1.0
417_10,,,,,3.0,,,3.0
417_11,,,,,3.0,,,3.0
417_12,,,,,3.0,,,3.0
417_13,,,,,3.0,,,3.0
417_14,,,,,3.0,,,3.0
417_15,,,,,3.0,,,3.0
417_16,,,,,3.0,,,3.0
417_17,,,,,3.0,,,3.0
417_18,,,,,3.0,,,3.0
417_19,,,,,3.0,,,1.0
418_0,,,,,1.0,,,1.0
418_1,,,,,1.0,,,3.0
418_2,,,,,3.0,,,1.0
418_3,,,,,3.0,,,1.0
418_4,,,,,3.0,,,1.0
418_5,,,,,3.0,,,1.0
418_6,,,,,3.0,,,1.0
418_7,,,,,3.0,,,1.0
418_8,,,,,3.0,,,1.0
418_9,,,,,1.0,,,1.0
418_10,,,,,3.0,,,3.0
418_11,,,,,3.0,,,3.0
418_12,,,,,3.0,,,1.0
418_13,,,,,3.0,,,1.0
418_14,,,,,3.0,,,1.0
418_15,,,,,3.0,,,3.0
418_16,,,,,3.0,,,1.0
418_19,,,,,3.0,,,1.0
418_23,,,,,1.0,,,1.0
418_24,,,,,3.0,,,1.0
418_25,,,,,3.0,,,1.0
418_26,,,,,1.0,,,1.0
419_0,,,,,1.0,,,3.0
419_1,,,,,3.0,,,3.0
419_2,,,,,1.0,,,1.0
419_3,,,,,1.0,,,1.0
419_4,,,,,3.0,,,1.0
419_5,,,,,3.0,,,1.0
419_6,,,,,1.0,,,1.0
419_7,,,,,3.0,,,3.0
419_8,,,,,3.0,,,3.0
419_9,,,,,3.0,,,1.0
419_10,,,,,3.0,,,1.0
419_11,,,,,3.0,,,3.0
419_12,,,,,3.0,,,3.0
419_13,,,,,1.0,,,3.0
419_14,,,,,3.0,,,3.0
419_15,,,,,1.0,,,3.0
419_16,,,,,3.0,,,3.0
419_18,,,,,3.0,,,3.0
419_19,,,,,3.0,,,3.0
419_20,,,,,3.0,,,3.0
419_21,,,,,3.0,,,3.0
419_22,,,,,3.0,,,3.0
419_23,,,,,3.0,,,1.0
419_24,,,,,3.0,,,3.0
419_25,,,,,3.0,,,3.0
249_0,,,,,,3.0,3.0,
249_1,,,,,,1.0,1.0,
249_3,,,,,,3.0,3.0,
249_4,,,,,,3.0,3.0,
249_5,,,,,,3.0,3.0,
249_6,,,,,,3.0,3.0,
249_7,,,,,,3.0,1.0,
249_8,,,,,,1.0,1.0,
249_9,,,,,,3.0,1.0,
249_10,,,,,,3.0,3.0,
249_11,,,,,,3.0,3.0,
249_12,,,,,,1.0,3.0,
249_13,,,,,,1.0,1.0,
249_14,,,,,,1.0,3.0,
249_15,,,,,,3.0,3.0,
249_16,,,,,,1.0,3.0,
249_17,,,,,,1.0,1.0,
249_18,,,,,,1.0,1.0,
249_19,,,,,,1.0,1.0,
249_20,,,,,,1.0,3.0,
249_21,,,,,,1.0,3.0,
249_22,,,,,,1.0,3.0,
249_23,,,,,,3.0,3.0,
249_24,,,,,,1.0,3.0,
249_25,,,,,,3.0,3.0,
249_26,,,,,,3.0,3.0,
249_27,,,,,,3.0,1.0,
249_28,,,,,,3.0,3.0,
249_29,,,,,,3.0,3.0,
250_0,,,,,,3.0,3.0,
250_1,,,,,,3.0,3.0,
250_2,,,,,,3.0,3.0,
250_3,,,,,,3.0,3.0,
250_4,,,,,,3.0,3.0,
250_5,,,,,,3.0,3.0,
250_6,,,,,,3.0,3.0,
250_7,,,,,,3.0,3.0,
250_8,,,,,,1.0,1.0,
250_10,,,,,,3.0,1.0,
250_11,,,,,,3.0,3.0,
250_12,,,,,,3.0,3.0,
250_13,,,,,,3.0,3.0,
250_14,,,,,,3.0,1.0,
250_15,,,,,,3.0,3.0,
250_16,,,,,,3.0,3.0,
250_17,,,,,,1.0,3.0,
250_18,,,,,,3.0,3.0,
250_19,,,,,,3.0,3.0,
210_0,,,,,,,3.0,3.0
210_1,,,,,,,3.0,3.0
210_2,,,,,,,1.0,3.0
210_3,,,,,,,3.0,3.0
210_4,,,,,,,3.0,3.0
210_5,,,,,,,3.0,3.0
210_6,,,,,,,3.0,3.0
210_7,,,,,,,3.0,3.0
210_8,,,,,,,3.0,1.0
210_9,,,,,,,3.0,3.0
210_10,,,,,,,1.0,1.0
210_11,,,,,,,3.0,3.0
210_12,,,,,,,1.0,3.0
210_13,,,,,,,3.0,1.0
210_14,,,,,,,1.0,3.0
210_15,,,,,,,3.0,1.0
210_16,,,,,,,3.0,1.0
210_17,,,,,,,1.0,1.0
210_18,,,,,,,3.0,1.0
210_19,,,,,,,3.0,1.0
211_0,,,,,,,3.0,1.0
211_1,,,,,,,3.0,3.0
211_2,,,,,,,3.0,3.0
211_3,,,,,,,3.0,3.0
211_4,,,,,,,3.0,3.0
211_5,,,,,,,3.0,3.0
211_6,,,,,,,3.0,3.0
211_7,,,,,,,3.0,3.0
211_8,,,,,,,3.0,3.0
211_9,,,,,,,3.0,3.0
211_10,,,,,,,1.0,3.0
211_11,,,,,,,3.0,1.0
211_12,,,,,,,3.0,1.0
211_13,,,,,,,1.0,3.0
211_14,,,,,,,3.0,1.0
211_15,,,,,,,3.0,1.0
211_16,,,,,,,3.0,1.0
211_17,,,,,,,3.0,1.0
211_18,,,,,,,3.0,3.0
211_19,,,,,,,3.0,1.0
212_0,,,,,,,3.0,1.0
212_1,,,,,,,3.0,1.0
212_2,,,,,,,3.0,1.0
212_3,,,,,,,3.0,1.0
212_4,,,,,,,3.0,1.0
212_5,,,,,,,3.0,1.0
212_6,,,,,,,1.0,1.0
212_7,,,,,,,1.0,3.0
212_8,,,,,,,3.0,3.0
212_9,,,,,,,1.0,1.0
212_10,,,,,,,3.0,3.0
212_11,,,,,,,3.0,3.0
212_12,,,,,,,3.0,3.0
212_13,,,,,,,3.0,3.0
212_14,,,,,,,3.0,3.0
212_15,,,,,,,1.0,3.0
212_16,,,,,,,1.0,3.0
212_17,,,,,,,1.0,3.0
212_18,,,,,,,3.0,3.0
212_19,,,,,,,3.0,3.0
212_20,,,,,,,1.0,3.0
212_21,,,,,,,3.0,3.0
212_22,,,,,,,3.0,3.0
212_23,,,,,,,1.0,3.0
212_24,,,,,,,3.0,3.0
213_0,,,,,,,1.0,1.0
213_1,,,,,,,1.0,1.0
213_2,,,,,,,3.0,1.0
213_3,,,,,,,3.0,1.0
213_4,,,,,,,3.0,1.0
213_5,,,,,,,3.0,3.0
213_6,,,,,,,1.0,1.0
213_7,,,,,,,3.0,1.0
213_8,,,,,,,3.0,3.0
213_9,,,,,,,3.0,1.0
213_10,,,,,,,3.0,1.0
213_11,,,,,,,3.0,1.0
213_12,,,,,,,3.0,1.0
213_13,,,,,,,3.0,1.0
213_14,,,,,,,3.0,3.0
214_0,,,,,,,3.0,3.0
214_1,,,,,,,3.0,3.0
214_2,,,,,,,3.0,3.0
214_3,,,,,,,3.0,3.0
214_4,,,,,,,3.0,3.0
214_5,,,,,,,3.0,3.0
214_6,,,,,,,3.0,3.0
214_7,,,,,,,3.0,3.0
214_8,,,,,,,3.0,3.0
214_9,,,,,,,3.0,3.0
214_10,,,,,,,1.0,3.0
214_11,,,,,,,3.0,1.0
214_12,,,,,,,3.0,1.0
214_13,,,,,,,3.0,1.0
214_14,,,,,,,1.0,3.0
214_15,,,,,,,3.0,1.0
214_16,,,,,,,3.0,1.0
214_17,,,,,,,1.0,1.0
214_18,,,,,,,3.0,1.0
214_19,,,,,,,3.0,1.0
214_20,,,,,,,3.0,1.0
214_21,,,,,,,1.0,1.0
214_22,,,,,,,3.0,3.0
214_23,,,,,,,3.0,1.0
214_24,,,,,,,3.0,1.0
215_0,,,,,,,3.0,3.0
215_2,,,,,,,3.0,3.0
215_3,,,,,,,3.0,3.0
215_4,,,,,,,1.0,3.0
215_6,,,,,,,3.0,1.0
215_7,,,,,,,3.0,3.0
215_8,,,,,,,3.0,3.0
215_9,,,,,,,3.0,3.0
215_10,,,,,,,1.0,3.0
215_11,,,,,,,3.0,1.0
215_12,,,,,,,3.0,3.0
215_13,,,,,,,3.0,1.0
215_14,,,,,,,3.0,1.0
215_15,,,,,,,3.0,1.0
215_16,,,,,,,3.0,3.0
215_17,,,,,,,3.0,1.0
216_0,,,,,,,3.0,3.0
216_1,,,,,,,3.0,3.0
216_2,,,,,,,3.0,1.0
216_3,,,,,,,3.0,3.0
216_4,,,,,,,3.0,3.0
216_5,,,,,,,3.0,3.0
216_6,,,,,,,3.0,3.0
216_7,,,,,,,3.0,3.0
216_8,,,,,,,3.0,3.0
216_9,,,,,,,3.0,3.0
217_0,,,,,,,3.0,3.0
217_1,,,,,,,3.0,1.0
217_2,,,,,,,3.0,1.0
217_3,,,,,,,1.0,1.0
217_4,,,,,,,1.0,3.0
217_5,,,,,,,3.0,3.0
217_6,,,,,,,3.0,1.0
217_7,,,,,,,3.0,1.0
217_8,,,,,,,1.0,3.0
217_9,,,,,,,1.0,1.0
217_10,,,,,,,3.0,3.0
217_11,,,,,,,3.0,3.0
217_12,,,,,,,3.0,3.0
217_13,,,,,,,3.0,1.0
217_14,,,,,,,3.0,3.0
217_15,,,,,,,3.0,3.0
217_16,,,,,,,3.0,3.0
217_17,,,,,,,3.0,3.0
217_18,,,,,,,3.0,3.0
217_19,,,,,,,1.0,3.0
218_0,,,,,,,3.0,1.0
218_1,,,,,,,3.0,1.0
218_2,,,,,,,3.0,1.0
218_3,,,,,,,1.0,1.0
218_4,,,,,,,3.0,1.0
218_5,,,,,,,1.0,3.0
218_6,,,,,,,1.0,3.0
218_7,,,,,,,3.0,1.0
218_8,,,,,,,1.0,3.0
218_9,,,,,,,1.0,1.0
218_10,,,,,,,3.0,1.0
218_11,,,,,,,3.0,1.0
218_12,,,,,,,3.0,1.0
218_13,,,,,,,1.0,1.0
218_14,,,,,,,3.0,3.0
218_15,,,,,,,3.0,3.0
218_16,,,,,,,3.0,1.0
218_17,,,,,,,1.0,3.0
218_18,,,,,,,3.0,3.0
218_19,,,,,,,1.0,3.0
218_20,,,,,,,3.0,3.0
218_21,,,,,,,1.0,3.0
218_22,,,,,,,3.0,3.0
218_23,,,,,,,3.0,3.0
218_24,,,,,,,3.0,3.0
218_25,,,,,,,1.0,1.0
218_26,,,,,,,3.0,3.0
218_27,,,,,,,3.0,3.0
218_28,,,,,,,3.0,3.0
218_29,,,,,,,3.0,3.0
218_30,,,,,,,3.0,1.0
218_31,,,,,,,3.0,3.0
218_32,,,,,,,1.0,1.0
218_33,,,,,,,3.0,1.0
218_35,,,,,,,3.0,1.0
218_36,,,,,,,3.0,1.0
218_37,,,,,,,3.0,1.0
218_38,,,,,,,1.0,1.0
218_39,,,,,,,1.0,3.0
218_40,,,,,,,3.0,3.0
218_41,,,,,,,3.0,3.0
218_42,,,,,,,3.0,1.0
218_43,,,,,,,1.0,1.0
218_44,,,,,,,3.0,3.0
218_45,,,,,,,3.0,3.0
218_46,,,,,,,1.0,1.0
218_47,,,,,,,3.0,3.0
218_48,,,,,,,3.0,3.0
218_49,,,,,,,1.0,3.0
219_0,,,,,,,1.0,1.0
219_1,,,,,,,1.0,1.0
219_2,,,,,,,3.0,3.0
219_3,,,,,,,3.0,1.0
219_4,,,,,,,3.0,1.0
219_5,,,,,,,3.0,1.0
219_6,,,,,,,3.0,1.0
219_7,,,,,,,1.0,1.0
219_8,,,,,,,3.0,1.0
219_9,,,,,,,1.0,1.0
219_10,,,,,,,3.0,3.0
219_11,,,,,,,1.0,1.0
219_12,,,,,,,1.0,3.0
219_13,,,,,,,1.0,3.0
219_14,,,,,,,3.0,3.0
219_15,,,,,,,3.0,3.0
219_16,,,,,,,3.0,3.0
219_17,,,,,,,3.0,3.0
219_18,,,,,,,3.0,3.0
219_19,,,,,,,3.0,3.0
219_20,,,,,,,3.0,3.0
219_21,,,,,,,1.0,3.0
219_22,,,,,,,3.0,1.0
219_23,,,,,,,1.0,3.0
219_24,,,,,,,3.0,3.0
219_25,,,,,,,3.0,3.0
220_0,,,,,,,3.0,1.0
220_1,,,,,,,3.0,1.0
220_2,,,,,,,3.0,1.0
220_3,,,,,,,3.0,1.0
220_4,,,,,,,3.0,1.0
220_5,,,,,,,3.0,1.0
220_6,,,,,,,1.0,1.0
220_7,,,,,,,1.0,1.0
220_8,,,,,,,3.0,1.0
220_9,,,,,,,1.0,3.0
220_10,,,,,,,3.0,3.0
220_11,,,,,,,3.0,3.0
220_12,,,,,,,3.0,3.0
220_13,,,,,,,3.0,3.0
220_15,,,,,,,3.0,1.0
220_16,,,,,,,3.0,3.0
220_17,,,,,,,3.0,3.0
220_18,,,,,,,3.0,3.0
220_19,,,,,,,3.0,3.0
221_0,,,,,,,3.0,1.0
221_1,,,,,,,3.0,3.0
221_2,,,,,,,1.0,1.0
221_3,,,,,,,1.0,3.0
221_4,,,,,,,1.0,3.0
221_5,,,,,,,3.0,1.0
221_6,,,,,,,3.0,1.0
221_7,,,,,,,3.0,1.0
221_8,,,,,,,3.0,1.0
221_9,,,,,,,3.0,1.0
221_10,,,,,,,3.0,3.0
221_11,,,,,,,3.0,3.0
221_12,,,,,,,3.0,3.0
221_13,,,,,,,3.0,3.0
221_14,,,,,,,3.0,3.0
221_15,,,,,,,3.0,3.0
221_16,,,,,,,3.0,3.0
221_17,,,,,,,3.0,3.0
221_18,,,,,,,3.0,3.0
221_19,,,,,,,3.0,3.0
222_0,,,,,,,1.0,3.0
222_1,,,,,,,3.0,1.0
222_2,,,,,,,3.0,1.0
222_3,,,,,,,3.0,1.0
